Date,Tweet,Likes,Retweets
2022-02-22,https://t.co/OrLV2c3qy2,204019,22667
2022-02-22,ℏ,122275,10622
2022-02-21,Entertainment is becoming a username/password/2FA nightmare https://t.co/fKht3NKsho,214157,19804
2022-02-20,https://t.co/f6MMoldb8r,359896,32948
2022-02-18,So amazing that we decompress from a single cell to over 30 trillion cells,185147,12596
2022-02-17,Reasons to hate are remembered better than reasons to love,245572,32986
2022-02-15,Starship to Mars simulation https://t.co/fkpYvv5pMR,70125,7702
2022-02-14,Over 250k Starlink user terminals,129103,7190
2022-02-14,Destacking Starship https://t.co/dUWz3uwwmb,77161,6969
2022-02-11,"The duty of a leader is to serve their people, not for the people to serve them",588392,103909
2022-02-10,https://t.co/7IJbqbYzkA,282972,21527
2022-02-10,https://t.co/EmLdMdPizM,78638,7697
2022-02-10,https://t.co/BDP2yRxYpI,243502,16089
2022-02-10,Tower arms are lifting Starship onto Super Heavy Booster https://t.co/kJacH9sRBI,66736,4942
2022-02-09,Much appreciated! https://t.co/ncGA3LA7x9,34200,2642
2022-02-07,Why is the “traditional” media such a relentless hatestream? Real question.,334719,38698
2022-02-07,🎶Always look on the bright side of life🎶,249189,28996
2022-02-06,🚬 Thank You for Smoking 🚬,154576,12255
2022-02-06,Tesla Model S &amp; X Plaid are so fun! https://t.co/lcaTVyEPzN,38829,3137
2022-02-06,"Extended tracking shot of Falcon 9
https://t.co/LlUIgOqCxC",28601,2990
2022-02-05,https://t.co/fm7mJLuf97,352657,31045
2022-02-03,Congrats SpaceX Falcon team! https://t.co/ZplhTv0QcH,73155,5932
2022-02-02,"Exciting progress at Starbase, Texas!",154223,7846
2022-02-02,Starlink high performance antenna https://t.co/83kIQSNV3l,49591,4151
2022-01-31,"Denmark just ended Covid restrictions
 https://t.co/tg12nar2CJ",184771,28004
2022-01-31,https://t.co/dFwIuBVcD0,197604,17813
2022-01-30,Halo Infinite campaign is good,282591,17107
2022-01-30,"For reasons unknown, @potus is unable to say the word “Tesla” https://t.co/dcBNowOgKA",94454,10290
2022-01-30,So many Hitlers! https://t.co/52sUuPcB93,245037,28945
2022-01-30,https://t.co/QEwmhecTmE,309040,35428
2022-01-30,https://t.co/wTIHLyVkYw,386318,34289
2022-01-29,Just rewatched True Romance ♥️,108535,6405
2022-01-29,Lie back and think of Mars,198651,15760
2022-01-29,https://t.co/ryK36jvxNx,214210,23104
2022-01-29,The Universe is a Hydrogen Sonata,121337,8417
2022-01-27,And in the darkness bind them https://t.co/BvxR4HTTq1,194849,32783
2022-01-27,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny.",540803,119091
2022-01-27,Seems odd that the UN still hasn’t released 2020 world death rates,260775,32548
2022-01-27,Canadian truckers rule,418835,71610
2022-01-27,Je m’aple syrup,155318,11520
2022-01-26,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!,219673,12719
2022-01-25,https://t.co/iLfCWdi0Lb,479379,80678
2022-01-25,I will eat a happy meal on tv if @McDonalds accepts Dogecoin,406933,55928
2022-01-25,https://t.co/ReDlSVLcl7,378370,90012
2022-01-25,https://t.co/gT0jq8Z6iH,273437,21085
2022-01-21,This is annoying https://t.co/KAkDl29CTX,215488,18163
2022-01-20,Maybe something like this https://t.co/PUBLdaewt8,85587,8175
2022-01-20,https://t.co/rTlxHR4zi1,319754,31941
2022-01-20,Frank &amp; Beans https://t.co/xJfuW6HKs4,66866,4975
2022-01-19,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",84730,5635
2022-01-19,https://t.co/n2ivCG4E8b,172594,20678
2022-01-19,Believe in the future!,361433,44465
2022-01-19,https://t.co/vltBvTXExY,264169,20177
2022-01-18,We should be much more worried about population collapse,187304,19185
2022-01-16,Good thing I never tweet anything controversial https://t.co/T7sD1q1hvd,249999,22467
2022-01-16,It is heartening to see the rise of individualist vs corporate media https://t.co/7w9WDHhO3o,318102,41364
2022-01-16,So informative https://t.co/rTktvhYukK,238965,18076
2022-01-15,https://t.co/6qGivJoQf0,194229,23770
2022-01-15,"1469 Starlink satellites active
272 moving to operational orbits
Laser links activate soon",139728,10727
2022-01-15,🔝,186655,16324
2022-01-14,Tesla merch buyable with Dogecoin,321386,48885
2022-01-12,Bizarre anti-environment move by govt of California https://t.co/1OwdBNWbxT,67378,8678
2022-01-09,Starship launch &amp; catch tower https://t.co/5mLIQwwu0k,123759,14073
2022-01-09,https://t.co/uiHoMrpifZ,281166,26924
2022-01-07,Tesla FSD price rising to $12k on Jan 17,73213,5667
2022-01-06,Starlinks with “lasers” deployed to orbit https://t.co/Y1eg9gl7sJ,760128,10274
2022-01-06,nice,269377,19397
2022-01-02,https://t.co/LA9hPzVlGx,457319,48350
2022-01-02,Let’s make the roaring 20’s happen!,307877,25115
2022-01-02,Great work by Tesla team worldwide! https://t.co/lsDTCJtMrp,64222,4236
2021-12-30,https://t.co/OCUqr6xd9d,301190,26510
2021-12-30,https://t.co/mVhCpxVPZI,368271,56064
2021-12-28,Lex asks great questions https://t.co/TlyuEGoOVA,84404,7299
2021-12-27,"So much of AI is about compressing reality to a small vector space, like a video game in reverse",134240,9369
2021-12-25,Floki Santa https://t.co/y3CTq16bGi,318143,25981
2021-12-25,Merry Christmas 🎄🎁 ⛄️ ⭐️ 😃,508123,28625
2021-12-24,"Interesting
https://t.co/548FHpnnxU",32799,3182
2021-12-24,Tesla holiday software update goes to wide release today!,109842,5312
2021-12-23,The @SkepticsGuide book is 👍,46643,2885
2021-12-23,"Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. 

Thanks also to the Tesla team working hard during the holidays!",138425,6506
2021-12-22,"Whereas radar has trouble seeing small pedestrians, they’re obvious to Tesla vision https://t.co/ANUy58lgl7",30319,1948
2021-12-22,Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening.,91915,4451
2021-12-21,100th SpaceX rocket landing was today https://t.co/ysO9siYCee,86703,5814
2021-12-21,Has anyone seen web3? I can’t find it.,181969,12305
2021-12-20,🤣🤣 True. Ask your airline for Starlink! https://t.co/R9GL2bKOAT,77081,4324
2021-12-20,"For those wondering, I will pay over $11 billion in taxes this year",582490,52889
2021-12-20,"Given the almost unimaginable nature of the present, what will the future be? https://t.co/b2Yw0AXGVA",85980,11448
2021-12-19,Should be taught to all at a young age https://t.co/GlVkjcdhah,317099,64565
2021-12-19,traceroute woke_mind_virus,112813,9439
2021-12-18,Silco &amp; Jinx headline Coachella?,112326,6353
2021-12-18,https://t.co/wQpfHm8THU,83939,5784
2021-12-18,Tesla FSD 10.8 plus holiday fun software release probably Tuesday,64192,3457
2021-12-16,https://t.co/8yxJkfVAWC,233712,15849
2021-12-16,https://t.co/Wv6iJDuTge,378531,36283
2021-12-15,Highly recommend all of @HardcoreHistory https://t.co/rQLFrfLDk7,34588,2572
2021-12-14,Tesla will make some merch buyable with Doge &amp; see how it goes,353552,53193
2021-12-13,SpaceX is starting a program to take CO2 out of atmosphere &amp; turn it into rocket fuel. Please join if interested.,346352,28519
2021-12-12,https://t.co/5LE1PjFwgS,247302,15319
2021-12-12,Sine qua non non https://t.co/iTBlSwiX53,53360,2408
2021-12-12,Sorry https://t.co/ppBPBAWxZ6,102867,5503
2021-12-12,Just did a @HardcoreHistory episode with Dan Carlin. Hope you like it.,73348,3283
2021-12-11,"“No better friend, no worse enemy” https://t.co/e2TeRBiFbg",121869,8308
2021-12-10,Mars &amp; Cars,207513,12961
2021-12-10,"Wow, only three weeks to 2022! 
What will 2032 will be like? 
Seems so futuristic!
Will we be on Mars?",205961,14598
2021-12-10,Hahaha … ?1,134403,7351
2021-12-10,https://t.co/ZrZ1EfLYWy,387759,35410
2021-12-08,"Unless susceptible to extreme natural disasters, nuclear power plants should not be shut down",220248,18581
2021-12-08,"If “temporary” provisions in the Build Back Better Act become permanent, US national debt will increase by 24%! https://t.co/kKdpc45JoB",65805,10941
2021-12-08,https://t.co/FJaW6L5ba0,594320,62436
2021-12-06,"As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s lives in a major way.
https://t.co/0B5toOOHcj",105371,9875
2021-12-04,We will soon make these real https://t.co/t4z5oNFnwW,389597,28243
2021-12-04,https://t.co/sIGZPDyx76,290879,23932
2021-12-03,Construction of Starship orbital launch pad at the Cape has begun,157831,8779
2021-12-02,"Laws are on one side, poets on the other",119680,9936
2021-12-02,"Let’s set an age limit after which you can’t run for political office, perhaps a number just below 70 …",376803,35666
2021-12-01,https://t.co/OL2hnKngTx,238596,23700
2021-12-01,"The sun is absurdly, overwhelmingly the source of energy in our solar system",166700,10617
2021-12-01,"Blow the whistle on Tesla!
https://t.co/c86hLA0iQK",96754,6485
2021-11-30,DayQuil + NyQuil https://t.co/aadssRmjyf,209465,15658
2021-11-30,👼,79249,4948
2021-11-30,Splish splash,86320,5142
2021-11-29,Just dropping some friends off at the pool,148596,6296
2021-11-25,"Happy Thanksgiving to all! Hope you have a great day. 

Your support over the years is super appreciated 😀",317191,16346
2021-11-25,Avenge the dinosaurs!! https://t.co/knL2pFLGzF,204335,20593
2021-11-24,About to launch asteroid defense test! https://t.co/Wl4FGlHnVg,85817,7280
2021-11-22,At least 50% of my tweets were made on a porcelain throne,253170,14977
2021-11-22,Model S Plaid is sickkkk!!!!,130260,4929
2021-11-22,I aspire to comedy,162920,8784
2021-11-19,"A simpler time, it was https://t.co/RIkkgfKAk1",374270,31300
2021-11-19,https://t.co/qoccnMXSz9 https://t.co/sRFHbGZ89m,95740,7233
2021-11-19,Don’t want to brag but … I’m the best at humility,249339,18294
2021-11-18,“We are choked with news and starved of history” – Durant,233750,24515
2021-11-18,"Talked about Starship with National Academies Space Studies Board

https://t.co/wMSUQYTNJg https://t.co/ii5ImhSguK",33950,2667
2021-11-17,12 million pounds of thrust at liftoff https://t.co/4ArkgU4Vff,296819,18780
2021-11-15,Due to inflation 420 has gone up by 69,353422,35835
2021-11-13,129 Orbital Flights https://t.co/BjG4lNnFyJ,194500,13335
2021-11-13,https://t.co/KpPfSNuaaF,411944,35463
2021-11-09,I have all their albums https://t.co/OwQaSJADDE,200759,10458
2021-11-06,Roll them 🎲 🎲 https://t.co/F2rXGcz964,47023,3532
2021-11-06,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.

Do you support this?",145299,23518
2021-11-03,"Yup, even the moon https://t.co/o9GrgL4hpe",359622,28438
2021-11-02,"Humankind
煮豆燃豆萁
豆在釜中泣
本是同根生
相煎何太急",192368,23727
2021-11-01,Trial program for opening Tesla Superchargers to other EVs has begun https://t.co/g4HpgRGl7d,78993,5732
2021-10-29,"Am thinking of starting new university:
Texas Institute of Technology &amp; Science",603906,51540
2021-10-25,Wild $T1mes!,248406,21245
2021-10-25,Macrohard &gt;&gt; Microsoft,132619,9689
2021-10-25,erotic democracy &gt;&gt; sclerotic democracy,61951,4009
2021-10-24,Pop music has both literal &amp; figurative Stockholm Syndrome,92897,5427
2021-10-23,Your support makes a big difference! Please let the FAA know your opinion. https://t.co/4T3NaemoCr,57535,5809
2021-10-22,Starbase under construction https://t.co/cFXJKvYJjY,227544,15123
2021-10-21,https://t.co/pCO0wNNZtz,729440,80302
2021-10-19,https://t.co/a0F22R5Hv7,375104,42600
2021-10-18,https://t.co/g5ulISeWxS,646011,87996
2021-10-17,I’ve thought about and … I’m not sorry for party rocking,179233,14895
2021-10-17,"(\_/)
( •_•)
/ &gt;🚀",400176,49159
2021-10-17,"Thanks Cameron County, Brownsville &amp; South Padre for your support! Much appreciated. https://t.co/LAzZfKXwAG",40450,2986
2021-10-14,Can’t wait to be in Genshin Impact 🤣,294082,31723
2021-10-12,Starship Launch Site https://t.co/1pNMpc57Q2,107628,8487
2021-10-09,Giga Berlin-Brandenburg Spaß-Party heute!,84167,3911
2021-10-08,Please consider joining Tesla AI software or hardware teams! https://t.co/HgigdtenKN,73261,5306
2021-10-07,"Starlink is designed for low to medium population density, which means we can hit max users in some areas fast. 

Please sign up early to ensure a spot. As more satellites roll out, SpaceX will be able to serve more. 

https://t.co/Q1VvqVmJ2i",40419,4002
2021-10-07,"FSD Beta 10.2 rolls out Friday midnight to ~1000 owners with perfect 100/100 safety scores. 

Rollouts will hold for several days after that to see how it goes. 

If that looks good, beta will gradually begin rolling out to 99 scores &amp; below.",78134,5518
2021-10-04,Floki Frunkpuppy https://t.co/xAr8T0Jfdf,393431,34106
2021-10-02,Amazing show about @Inspiration4x mission! https://t.co/0nQua4jGiz,46913,4045
2021-10-02,♥️♥️ Congrats Tesla team! ♥️♥️ https://t.co/mPFAVePVVn,52982,3256
2021-10-02,https://t.co/J58qKEWdN9,193576,14332
2021-10-01,"With https://t.co/45B5nUBaxb &amp; Powerwall battery you are your own utility. 

24/7 clean, sustainable electricity. https://t.co/tqAxQMSuBD",51549,4806
2021-09-25,"FSD Beta request button goes live tonight, but FSD 10.1 needs another 24 hours of testing, so out tomorrow night",61224,4223
2021-09-24,https://t.co/2jsF5hTWCP,267162,19038
2021-09-24,https://t.co/4QNllqZ75o,446802,31329
2021-09-21,Just met with the @Inspiration4x crew in Florida to congratulate them in person. Such great people!,84722,4014
2021-09-18,Congratulations @Inspiration4x!!!,119682,7851
2021-09-18,"Moving at ~23 times speed of sound, circling Earth every ~90 minutes https://t.co/AncsjFpirC",101002,9301
2021-09-17,"Please add your voice to the public comments. Support is greatly appreciated! 

Humanity’s future on the moon, Mars &amp; beyond depends upon it.

Thanks, 
Elon https://t.co/5K6Wda57EP",41062,5531
2021-09-17,"Good feedback from FSD Beta 10 users! 10.0.1 point release rolling out now. 

10.1 rolls out a week from Friday with beta request button.",41648,2522
2021-09-16,Just spoke with @inspiration4x crew. All is well.,104203,5035
2021-09-15,Watch Countdown on Netflix about Inspiration4 mission launching today,106568,7729
2021-09-13,Gravitas https://t.co/DyIcmeKxz7,138123,6343
2021-09-13,Emojilution https://t.co/oXfiGkpdkO,104149,6438
2021-09-12,Floki has arrived https://t.co/2MiUKb91FT,317264,22569
2021-09-10,Metallurgy Rūlz,72741,4112
2021-09-10,POV Hardcore https://t.co/8SmXeGfpY7,37522,2131
2021-09-09,"Tesla Model S Plaid just set official world speed record for a production electric car at Nurburgring. Completely unmodified, directly from factory. https://t.co/AaiFtfW5Ht",122034,10060
2021-09-03,Time is the ultimate currency,457459,67149
2021-09-02,FSD Beta 10 rolls out midnight Friday next week,59672,3439
2021-08-31,https://t.co/YUt6Ltz2B6,543069,14316
2021-08-31,The dark side of OnlyFans … https://t.co/EpMP1q62jn,569099,51807
2021-08-31,Time to stop projecting &amp; cool off https://t.co/gULCBmoxjy,139568,7749
2021-08-30,"No worries, situation is under control https://t.co/EUkcGRdBPw",394491,42882
2021-08-30,"SpaceX will try to catch largest ever flying object with robot chopsticks.

Success is not guaranteed, but excitement is!

https://t.co/75yMgIWOwE",74154,5086
2021-08-29,Falcon about to launch Dragon to @Space_Station https://t.co/bDd3GxQXMC,37110,4298
2021-08-28,Flying over Starbase https://t.co/poSDG3pIq8,117706,7219
2021-08-28,https://t.co/oXYnEUZW18,220393,16364
2021-08-25,✌️ https://t.co/lwg9Ke6cjP,143035,8585
2021-08-23,"100k terminals shipped!
https://t.co/Q1VvqVmJ2i",80852,5979
2021-08-23,The Guns of August https://t.co/m7J2sJVNIT,41277,3095
2021-08-20,https://t.co/EOBHkQvFPR,427665,39498
2021-08-20,https://t.co/AIUidLiHkK,110408,7785
2021-08-20,On now https://t.co/mhHOGt7fdI,37392,2663
2021-08-14,Mad respect for the makers,210613,13165
2021-08-13,Giga Berlin-Brandenburg county fair &amp; factory tour on 9 October!,71846,4088
2021-08-07,https://t.co/T6r96fqlPG,303392,25560
2021-08-06,Minus the lifts https://t.co/kokDQQymhN,188725,12266
2021-08-06,Starship Fully Stacked https://t.co/Fs88RNsmfH,215645,22444
2021-08-05,Aiming to stack ship on booster today https://t.co/67ehWTI57v,193982,10915
2021-08-05,"If you’re curious about Tesla, SpaceX &amp; my general goings on, @WalterIsaacson is writing a biography",139803,7756
2021-08-04,Moving rocket to orbital launch pad https://t.co/zZLiXIPD6M,185337,15836
2021-08-04,All 6 engines mounted to first orbital Starship https://t.co/l5QnQRSg3D,197916,13221
2021-08-03,Super Heavy Booster moving to orbital launch mount https://t.co/axaDnXNm84,164789,14478
2021-08-02,Raptors on Super Heavy https://t.co/jJy1vftHNB,200543,13577
2021-08-02,Installing Starship booster engines for first orbital flight https://t.co/yhqrNFBclh,198689,11042
2021-08-01,Neuralink company bar https://t.co/E9XICS5snk,71057,5057
2021-07-31,https://t.co/bCgBY8Iv5n,251728,14403
2021-07-30,Apple app store fees are a de facto global tax on the Internet. Epic is right.,223104,15886
2021-07-30,Prometheus Unbound https://t.co/mlagF9mUUb,190062,12134
2021-07-29,Completing feed system for 29 Raptor rocket engines on Super Heavy Booster https://t.co/uARWx2HYTr,118810,7873
2021-07-29,Tesla AI Day August 19th,175494,11687
2021-07-28,Haha https://t.co/pPLZGxITce,195600,10711
2021-07-27,"Population collapse is potentially the greatest risk to the future of civilization
https://t.co/VVN8kElTlS",67278,7445
2021-07-26,https://t.co/WofKUxe3ps,156996,9545
2021-07-26,The Biggest Bang Theory,197492,11030
2021-07-25,And finally https://t.co/TcgwMSyjAy,257655,30137
2021-07-25,https://t.co/C3xC2J0K0o,192563,16549
2021-07-25,https://t.co/7cXkDaP5kz,335948,29985
2021-07-25,https://t.co/BYkrWEtu8Z,277198,19564
2021-07-24,https://t.co/9tlumHnOcL,502185,50715
2021-07-24,Being thanked by game NPCs brought me real joy tbh https://t.co/43Dkfyhhfu,36568,2219
2021-07-20,Full test duration firing of 3 Raptors on Super Heavy Booster!,133976,5610
2021-07-18,Cybrrrtruck https://t.co/rdiMFdYOS6,278371,21725
2021-07-17,Tap on the screen https://t.co/YPyyj8V8DF,90824,6234
2021-07-17,https://t.co/d4ZOSKZESP,220749,14799
2021-07-14,"Review of Model S Plaid by Dan Neil
https://t.co/JY45vn8jNN",42156,3589
2021-07-14,Some light reading with lil X https://t.co/MHj4gtyPdo,136494,4913
2021-07-13,"those who attack space
maybe don’t realize that
space represents hope
for so many people",253977,21899
2021-07-13,"Loki is pretty good. Basically, live-action @RickandMorty with a long romance ark.",137854,8687
2021-07-13,🤯 https://t.co/Z11qszTY4v,304441,21478
2021-07-10,Fellowship of the Raptors https://t.co/Xz3rOsfA2h,134555,8435
2021-07-10,Dragon returning from orbit https://t.co/MR2JE4ZSgr,37137,2349
2021-07-09,Solar + Powerwall battery ensures that your home never loses power,141203,8661
2021-07-09,"Tesla Solar Roof + Powerwall in major new housing development in Austin
https://t.co/u7NJAswFW2",27305,2457
2021-07-09,"Autonomous SpaceX droneship,
A Shortfall of Gravitas https://t.co/hNZ5U7nxUg",139741,13530
2021-07-08,Listening to History of English podcast,74546,2413
2021-07-08,Tropic Thunder is so good,200587,11179
2021-07-08,Gas lit by gas light 💡,69422,3596
2021-07-08,"Also, the British legal system in 2021 https://t.co/ITY6jyeDLM",117909,7504
2021-07-08,I love this 🤣🤣 https://t.co/UuyxsLVDQ7,119233,8412
2021-07-07,High res landing Falcon landing video https://t.co/8CPuH87JYv,194997,18634
2021-07-06,https://t.co/TQZ9QvcwH1,303627,32248
2021-07-05,Free Britney,433647,49711
2021-07-04,Bless America https://t.co/QNagk4PArb,229780,11289
2021-07-03,New SpaceX Starlink cover shows transfer orbit from Earth to Mars https://t.co/vwWeuhWCoP,93651,5770
2021-07-02,https://t.co/oGKHhHROQa,197673,18628
2021-07-02,"Congrats Tesla Team on over 200,000 car built &amp; delivered in Q2, despite many challenges!!",166125,9284
2021-07-02,https://t.co/g9F1p0bpr8,229712,14112
2021-07-01,Super Heavy on road &amp; 7th Tower segment added https://t.co/SJIHA3BLhL,114928,7912
2021-07-01,Super Heavy moves tomorrow https://t.co/qHG1SYO46S,144821,8825
2021-07-01,"Baby Doge, doo, doo, doo, doo, doo,
Baby Doge, doo, doo, doo, doo, doo,
Baby Doge, doo, doo, doo, doo, doo,
Baby Doge",287046,57980
2021-07-01,Release the Doge! https://t.co/9bXCWQLIhu,124719,15253
2021-07-01,Stop gendering memes … I mean mimes,119656,5864
2021-06-30,"Rapidly Reusable Rockets, R R R 🏴‍☠️",126795,7172
2021-06-28,Thanks for all the happy birthday wishes!,354659,14621
2021-06-27,https://t.co/HStnXM0zmn,299223,23099
2021-06-25,"Starlink simultaneously active users just exceeded the strategically important threshold of 69,420 last night!",159972,11354
2021-06-25,My Shiba Inu will be named Floki,287588,35010
2021-06-25,Timing is everything https://t.co/B6HDB5kS4G,200672,15724
2021-06-24,Shout out to the awesome Tesla global team. Thanks for working so hard to make Tesla successful!,145257,6982
2021-06-21,"Looking at holding Tesla AI Day in about a month or so. Will go over progress with Tesla AI software &amp; hardware, both training &amp; inference. Purpose is recruiting.",111528,6839
2021-06-20,Happy Father’s Day!,299475,14863
2021-06-17,Real pic of 2 ships next to Starbase Tiki Bar on right https://t.co/E4awziEdDQ,75276,5681
2021-06-16,Let’s just skip original video games &amp; movies &amp; go straight to the sequel,137733,8085
2021-06-15,From the top of Starbase high bay https://t.co/kRtJBrwrqW,126388,8429
2021-06-15,Stacking Super Heavy Aft Section https://t.co/itydacQ4hM,148107,8522
2021-06-14,Could turn out to be one big Philip K Dick joke in the end,67039,3133
2021-06-14,"Pluto takes 248 years to orbit the sun, but Uranus only takes 84",233861,12908
2021-06-14,!! https://t.co/3H9gMEmSLF,361899,33412
2021-06-14,This is true https://t.co/72u3SrBf6U,83330,4563
2021-06-14,Our Soul Dichotomy https://t.co/D4PC5XK2VK,83748,6060
2021-06-13,Esoteric meme of the day https://t.co/ELGmeLEXRE,163179,13112
2021-06-11,Plaid release event https://t.co/TxIHXnuw9A,51603,4345
2021-06-11,Order Tesla Model S Plaid at https://t.co/LuUhICqQEI,87809,5775
2021-06-06,Model S goes to Plaid speed this week,136756,6599
2021-06-06,https://t.co/anHPlBpGza,293257,18647
2021-06-06,https://t.co/zuW2EWMH34,254466,18347
2021-06-06,I guess we read the instructions haha https://t.co/S3YXcUCaWN,75747,4156
2021-06-05,"Don’t kill what you hate,
Save what you love",449296,59991
2021-06-05,"Goods &amp; services are the real economy, any form of money is simply the accounting thereof",199604,18263
2021-06-05,💦🚀 –&gt; 🌙,290774,26355
2021-06-04,"Canada
USA
Mexico",286329,23754
2021-06-04,#Bitcoin 💔 https://t.co/lNnEfMdtJf,204638,20445
2021-06-02,Found this pic of me as a child https://t.co/hUEKluRAdP,345900,36682
2021-05-30,Ocean spaceport Deimos is under construction for launch next year https://t.co/WJQka399c7,122669,10727
2021-05-29,"Model S Plaid delivery pushed to June 10. Needs one more week of tweak.

This car feels like a spaceship. Words cannot describe the limbic resonance.",136023,7671
2021-05-28,"Ship 16 &amp; Booster 2, Starbase Highbay https://t.co/IUuidOw9ym",254133,17312
2021-05-26,Deep thots https://t.co/J5mJff7IIL,283874,25354
2021-05-24,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs",182944,30507
2021-05-24,Spoke with North American Bitcoin miners. They committed to publish current &amp; planned renewable usage &amp; to ask miners WW to do so. Potentially promising.,311217,35253
2021-05-22,https://t.co/7afq6DIlzc,405801,42361
2021-05-22,Any sufficiently advanced magic is indistinguishable from technology,274613,22195
2021-05-20,How much is that Doge in the window? https://t.co/bxTkWOr50V,294882,50688
2021-05-20,"Tesla Model S Plaid delivery event
June 3 at our California factory

Fastest production car ever
0 to 60mph in under 2 secs",189066,13437
2021-05-19,Tesla has 💎 🙌,440728,53432
2021-05-18,Giga Berlin suppliers please accelerate!,152014,8873
2021-05-18,https://t.co/13m1KHFMjv,267054,17523
2021-05-13,As always https://t.co/gtFmtokzEZ,348306,43675
2021-05-13,Working with Doge devs to improve system transaction efficiency. Potentially promising.,518533,79052
2021-05-13,"To be clear, I strongly believe in crypto, but it can’t drive a massive increase in fossil fuel use, especially coal",350501,32520
2021-05-13,It is high time there was a carbon tax!,234357,17376
2021-05-11,Do you want Tesla to accept Doge?,382417,91452
2021-05-11,"SNL Monologue
https://t.co/b2cvFGqVFF",82075,6644
2021-05-09,"SpaceX launching satellite Doge-1 to the moon next year

– Mission paid for in Doge
– 1st crypto in space
– 1st meme in space

To the mooooonnn!!

https://t.co/xXfjGZVeUW",512594,108012
2021-05-09,"Wario was my fav haha 👀 
https://t.co/TNjn3meLVJ",129024,8778
2021-05-08,"Special link to view SNL outside USA
https://t.co/egSDZ8sNFu",164138,24223
2021-05-08,Cybertruck prototype in New York this weekend,255973,15016
2021-05-07,Guest starring … https://t.co/buM3bTOWbX,724249,99520
2021-05-07,https://t.co/DlQtmfjKqL,214928,18600
2021-05-07,"Cryptocurrency is promising, but please invest with caution! https://t.co/A4kplcP8Vq",211887,35468
2021-05-06,Make humanity a multiplanet species!,587399,57428
2021-05-06,Public support for life on Mars is critical to making it happen,225447,16426
2021-05-05,Starship landing nominal!,314052,29499
2021-05-05,About to launch https://t.co/t4nki8vU4E,100768,8524
2021-05-02,I love Art Deco,793891,12259
2021-05-01,Throwing out some skit ideas for SNL. What should I do?,131244,8596
2021-05-01,"Woke James Bond
SNL May 8",139883,10644
2021-04-29,"A major part of real-world AI has to be solved to make unsupervised, generalized full self-driving work, as the entire road system is designed for biological neural nets with optical imagers",133296,8988
2021-04-28,"♥️
https://t.co/juLuKlymEX",51565,3887
2021-04-28,"The Dogefather
SNL May 8",433632,71336
2021-04-27,"Starship SN15 static fire completed, preparing for flight later this week",159361,8748
2021-04-25,Let’s find out just how live Saturday Night Live really is 😈,205872,11269
2021-04-25,Am hosting SNL on May 8,309909,18325
2021-04-24,https://t.co/l6Bc0wkWol,228644,17132
2021-04-24,define … beauty,257393,13559
2021-04-24,What does the future hodl?,425194,27449
2021-04-23,2 mins to launch https://t.co/q9nXKRrXpw,82775,6158
2021-04-23,Astronauts preparing to launch to @Space_Station https://t.co/WBkaDZexEc,76850,6136
2021-04-22,🌍🌎🌏 Happy Earth Day 🌍🌎🌏,407715,32683
2021-04-22,Tesla Solar + Powerwall battery enables consumers to be their own utility,163772,10530
2021-04-22,"Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery",118592,7434
2021-04-17,Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle https://t.co/6lGy52wVhC,151216,16731
2021-04-17,Dragon spacecraft &amp; Falcon 9 rocket https://t.co/A6fsNlsN9z,208179,14308
2021-04-17,"If we make life multiplanetary, there may come a day when some plants &amp; animals die out on Earth, but are still alive on Mars",217681,16802
2021-04-16,🚀🖤💫 NASA Rules!! 💫🖤🚀 https://t.co/hmeGx2peZ6,173422,15564
2021-04-16,🎸🎸 Austin Rocks!! 🎸 🎸,152709,8560
2021-04-16,Make life multiplanetary! #Mars,302096,26422
2021-04-15,Doge Barking at the Moon https://t.co/QFB81D7zOL,314483,45859
2021-04-15,"☾

           🔭𖨆♡",306797,35984
2021-04-14,Tesla AI/Autopilot engineering is awesome! Making excellent progress solving real-world AI.,122922,6394
2021-04-11,The art In Cyberpunk is incredible,255650,10503
2021-04-10,Blimps rock https://t.co/e8cu5FkNOI,168903,6550
2021-04-10,The Starship launch tower that catches the giant rocket booster is basically Mechazilla,78764,3112
2021-04-10,Kong vs Godzilla has record for most meth ever consumed in a writer’s room,168166,12682
2021-04-10,… going to moon very soon,510397,40461
2021-04-10,Where is Shrek 5!? https://t.co/PqAZ5Mg8Es,258964,23280
2021-04-09,It’s all about the cufflinks https://t.co/elccqC0Zuf,323975,24033
2021-04-09,Just read it. Book is accurate. https://t.co/3bI9Vw8iP1,54948,3433
2021-04-09,https://t.co/XeQursZpvq,331282,32806
2021-04-09,Soon our monkey will be on twitch &amp; discord haha,213395,10258
